name,industry,current_price,sales,operating_profit,profit_after_tax,net_profit,opm,eps,return_on_capital_employed,roce3yr_avg,sales_growth_3years,sales_growth_5years,profit_growth_3years,profit_growth_5years,eps_growth_3years,eps_growth_5years,sales_growth_10years,profit_growth_10years,eps_growth_10years,debt,net_worth,current_ratio,interest_coverage_ratio,working_capital,cash_equivalents,total_assets,debt_to_profit,leverage,altman_z_score,market_capitalization,price_to_sales,price_to_cash_flow,price_to_free_cash_flow,peg_ratio,evebitda,market_cap_to_sales,enterprise_value_to_ebit,intrinsic_value,graham
Navigant Corp.,Finance & Investments,36.0,7.0,2.0,1.0,1.0,21.51,4.0,18.97,17.19,41.0,25.0,48.0,17.0,48.0,17.0,50.0,51.0,7.0,0.0,11.0,4.21,,5.0,2.0,12.0,0.0,1.15,4.33,11.0,1.53,7.29,9.42,0.53,5.14,1.53,5.31,64.0,53.0
Navin Fluo.Intl.,Chemicals,3623.0,2065.0,398.0,228.0,270.0,19.29,55.0,10.53,16.71,21.0,16.0,-2.0,9.0,-2.0,9.0,16.0,15.0,15.0,1368.0,2383.0,1.81,4.8,1024.0,28.0,4377.0,5.06,1.66,8.34,17966.0,8.69,23.93,-43.12,8.53,42.46,8.69,53.86,1007.0,768.0
Navkar Corporat.,Miscellaneous,111.0,435.0,62.0,6.0,-2.0,14.2,-0.0,1.23,2.27,-14.0,-2.0,-31.0,-36.0,-31.0,-36.0,2.0,-24.0,-39.0,220.0,1975.0,2.18,1.86,200.0,5.0,2228.0,-128.46,1.09,2.77,1665.0,3.81,26.76,9.9,-8.17,27.6,3.81,71.84,,
Navkar Urban.,Construction,14.0,19.0,2.0,1.0,1.0,8.07,0.0,1.04,1.78,36.0,-34.0,26.0,-29.0,-4.0,-39.0,-11.0,-12.0,-22.0,14.0,157.0,3.44,6.58,103.0,8.0,215.0,13.44,1.33,4.03,310.0,16.57,32.04,-15.04,-10.52,115.81,16.57,184.89,2.0,3.0
Navneet Educat.,Printing & Stationery,157.0,1751.0,294.0,193.0,252.0,16.81,11.0,16.21,13.81,28.0,4.0,88.0,5.0,89.0,5.0,7.0,5.0,6.0,258.0,1293.0,2.73,12.14,950.0,25.0,1747.0,1.02,1.32,6.36,3544.0,2.0,22.52,87.88,3.84,12.16,2.0,15.44,96.0,120.0
Navoday Enterpri,Miscellaneous,8.0,11.0,1.0,0.0,0.0,4.91,0.0,5.33,6.94,-24.0,-7.0,-3.0,-1.0,-28.0,,,,,0.0,9.0,2.33,,8.0,0.0,15.0,0.0,1.29,2.99,6.0,0.52,589.82,-4.09,-15.28,9.79,0.52,12.18,9.0,10.0
Nazara Technolo.,Telecommunications - Service Provider,872.0,1138.0,98.0,68.0,75.0,8.57,7.0,5.93,6.69,36.0,46.0,96.0,61.0,82.0,51.0,,,,28.0,1999.0,4.97,16.21,1531.0,1210.0,2762.0,0.37,1.12,6.08,6673.0,5.86,73.37,174.46,1.61,30.94,5.86,49.74,364.0,208.0
NB Footwear,Leather / Leather Products,7.0,0.0,-0.0,-0.0,-0.0,,-0.0,,0.0,,,13.0,-37.0,13.0,-37.0,,0.0,0.0,0.0,-1.0,0.0,,-1.0,0.0,0.0,0.0,0.0,,9.0,,,,,-49.68,,-49.68,,
NBCC,Miscellaneous,158.0,10433.0,513.0,534.0,414.0,4.92,2.0,32.71,26.96,14.0,1.0,34.0,7.0,34.0,7.0,10.0,8.0,8.0,1.0,2226.0,1.17,14843.4,1692.0,5191.0,12780.0,0.0,5.77,4.95,28440.0,2.71,387.1,-264.63,7.26,30.89,2.71,31.11,36.0,25.0
NBI Indl. Fin.,Finance & Investments,2540.0,13.0,11.0,8.0,8.0,82.63,32.0,0.46,0.42,82.0,16.0,70.0,13.0,70.0,13.0,16.0,12.0,13.0,0.0,2338.0,0.69,,-0.0,0.0,2426.0,0.0,1.04,1.81,624.0,51.13,118.62,104.62,6.42,61.82,51.13,61.82,3544.0,2619.0
NCC,Construction,320.0,20845.0,1769.0,732.0,740.0,8.49,11.0,22.14,17.75,38.0,10.0,41.0,3.0,40.0,2.0,11.0,57.0,55.0,980.0,6640.0,1.34,2.84,4670.0,1150.0,18097.0,1.32,2.61,4.07,20107.0,0.97,14.83,18.7,8.09,10.52,0.97,11.84,344.0,164.0
NCC Blue Water,Aquaculture,10.0,0.0,-0.0,0.0,0.0,,1.0,7.34,6.41,,,2.0,-21.0,2.0,-21.0,,13.0,13.0,0.0,8.0,83.0,,7.0,7.0,8.0,0.0,0.99,4.1,7.0,,15.95,17.3,-0.81,0.1,,0.1,,12.0
NCL Industries,Cement - South India,239.0,1871.0,208.0,94.0,94.0,11.12,21.0,15.94,14.61,11.0,14.0,-14.0,15.0,-14.0,15.0,13.0,16.0,14.0,218.0,855.0,1.32,7.43,178.0,44.0,1542.0,2.31,1.79,3.62,1079.0,0.58,5.92,16.84,0.75,5.56,0.58,7.37,255.0,298.0
NCL Res. & Finl.,Finance & Investments,1.0,11.0,1.0,2.0,2.0,10.29,0.0,1.69,1.45,79.0,26.0,444.0,71.0,444.0,71.0,-11.0,6.0,6.0,0.0,111.0,173.26,,33.0,1.0,113.0,0.0,1.09,3.68,128.0,12.01,-6.36,-9.45,1.12,62.56,12.01,64.14,0.0,1.0
NDA Securities,Finance & Investments,43.0,7.0,1.0,1.0,1.0,18.42,1.0,11.61,9.21,4.0,2.0,16.0,44.0,10.0,41.0,4.0,10.0,10.0,1.0,10.0,1.88,6.75,10.0,8.0,21.0,1.9,1.89,3.73,25.0,3.96,-11.77,-43.94,0.94,16.09,3.96,18.03,20.0,21.0
NDL Ventures,Entertainment / Electronic Media Software,99.0,0.0,-4.0,2.0,2.0,,0.0,2.76,3.2,,,27.0,15.0,27.0,15.0,,-32.0,-34.0,0.0,63.0,11.06,,61.0,5.0,69.0,0.0,1.19,10.14,332.0,,-30.97,-37.02,13.75,181.88,,181.88,8.0,14.0
NDR Auto Compon.,Auto Ancillaries,864.0,602.0,56.0,39.0,39.0,9.35,33.0,19.51,15.42,74.0,,66.0,,66.0,,,,,31.0,254.0,1.47,18.29,58.0,33.0,396.0,0.81,1.46,7.18,1027.0,1.71,37.51,-93.69,,15.28,1.71,19.6,954.0,395.0
NDR INVIT Trust,Construction,104.0,43.0,31.0,18.0,18.0,71.82,0.0,,0.0,,,,,,,,,,,,,4.7,,,,,,,3994.0,93.5,-69.67,,,,93.5,,,
NDTV,Entertainment / Electronic Media Software,221.0,370.0,-28.0,-20.0,-21.0,-7.66,-3.0,-4.17,17.73,1.0,-1.0,,,,,-2.0,6.0,6.0,113.0,258.0,1.22,-3.25,49.0,28.0,599.0,-5.31,2.06,5.04,1426.0,3.85,-21.1,215.1,,-277.83,3.85,-101.3,,
Nectar Lifesci.,Pharmaceuticals - Indian - Bulk Drugs & Formln,32.0,1686.0,153.0,5.0,5.0,9.08,0.0,5.98,3.7,3.0,-10.0,28.0,-36.0,28.0,-36.0,0.0,-22.0,-22.0,636.0,1069.0,1.32,1.21,806.0,20.0,2191.0,127.36,2.05,2.57,709.0,0.42,3.16,4.37,-3.92,7.99,0.42,12.59,9.0,15.0
Neelamalai Agro,Tea,4200.0,25.0,-4.0,22.0,39.0,-15.15,627.0,8.92,12.63,-5.0,-7.0,-1.0,11.0,-1.0,12.0,,,,0.0,277.0,6.88,,49.0,1.0,285.0,0.0,0.97,3.41,261.0,10.45,-60.12,217.76,1.05,10.91,10.45,11.32,5900.0,7928.0
Neelkanth,Trading,41.0,6.0,0.0,0.0,0.0,7.34,1.0,3.62,3.52,35.0,4.0,100.0,20.0,100.0,20.0,1.0,25.0,25.0,0.0,10.0,6.72,7.2,7.0,0.0,11.0,1.57,1.11,5.16,18.0,3.15,259.66,3.43,3.06,40.13,3.15,51.28,11.0,18.0
Neelkanth Rock,Miscellaneous,13.0,0.0,-0.0,0.0,0.0,,0.0,5.91,5.74,,,196.0,32.0,196.0,32.0,,37.0,37.0,0.0,8.0,31.76,3.54,8.0,0.0,8.0,0.0,1.02,3.99,7.0,,-20.64,-6.98,0.87,13.78,,13.78,,13.0
Neeraj Paper Mkt,Trading,20.0,158.0,4.0,1.0,1.0,2.23,1.0,6.04,5.47,13.0,-9.0,12.0,1.0,12.0,1.0,-8.0,-2.0,-2.0,25.0,28.0,1.85,1.33,43.0,0.0,63.0,44.58,2.36,4.67,21.0,0.14,5.97,27.27,34.52,12.92,0.14,14.37,10.0,17.0
Neil Industries,Finance & Investments,18.0,3.0,3.0,3.0,3.0,88.29,1.0,5.01,1.91,4.0,-19.0,37.0,28.0,37.0,28.0,-17.0,18.0,18.0,0.0,57.0,38.12,,15.0,0.0,58.0,0.0,0.99,2.88,34.0,10.98,151.26,61.39,0.49,12.21,10.98,12.25,17.0,29.0
Nelcast,Castings & Forgings,152.0,1267.0,92.0,40.0,54.0,7.28,6.0,10.14,8.78,27.0,8.0,65.0,1.0,65.0,1.0,9.0,6.0,6.0,329.0,519.0,1.3,2.61,372.0,85.0,1132.0,6.05,2.08,4.27,1324.0,1.05,69.17,-33114.38,34.62,14.72,1.05,19.04,69.0,92.0
NELCO,Telecommunications - Equipment,766.0,320.0,60.0,24.0,24.0,18.75,10.0,23.37,21.06,12.0,11.0,25.0,1.0,25.0,1.0,9.0,13.0,13.0,57.0,124.0,1.09,5.61,50.0,22.0,282.0,2.4,2.2,12.36,1748.0,5.46,38.91,55.54,61.68,28.38,5.46,43.83,175.0,112.0
Neo Infracon,Construction,18.0,4.0,-0.0,-0.0,-0.0,-7.31,-0.0,2.44,4.28,-36.0,79.0,,14.0,,14.0,,,,17.0,6.0,1.85,0.89,19.0,0.0,33.0,-127.38,5.31,1.58,9.0,2.43,-3.75,4.91,,34.61,2.43,50.22,,
Neogem India,Diamond Cutting / Jewellery,3.0,0.0,-1.0,-1.0,-1.0,,-1.0,-3.38,-1.32,,,-13.0,,-13.0,,,,,18.0,6.0,1.14,,23.0,0.0,42.0,-22.41,7.34,0.89,2.0,,-6.83,,,-25.26,,-25.26,,
Neogen Chemicals,Chemicals,1622.0,691.0,110.0,36.0,36.0,15.93,14.0,9.38,12.24,27.0,24.0,4.0,11.0,0.0,5.0,25.0,26.0,5.0,409.0,760.0,1.49,2.25,528.0,12.0,1461.0,11.47,1.65,6.5,4278.0,6.16,-145.98,-24.06,10.63,39.5,6.16,49.02,555.0,296.0
NESCO,Construction,930.0,678.0,426.0,363.0,363.0,62.85,51.0,22.39,19.7,33.0,13.0,28.0,15.0,28.0,15.0,15.0,18.0,18.0,0.0,2296.0,3.12,33.95,319.0,28.0,2650.0,0.0,1.07,6.16,6551.0,9.66,17.46,34.44,1.2,12.29,9.66,13.68,1107.0,614.0
Nestle India,Food - Processing - MNC,2570.0,24394.0,5813.0,3925.0,3933.0,23.83,41.0,169.08,152.38,22.0,17.0,24.0,20.0,24.0,20.0,10.0,13.0,13.0,345.0,3341.0,0.87,37.28,-438.0,779.0,10523.0,0.09,2.92,42.16,247788.0,10.18,59.47,124.17,3.24,41.57,10.18,45.7,470.0,178.0
Net Avenue,Trading,17.0,26.0,-2.0,-2.0,-2.0,-9.51,-1.0,-37.72,282.8,24.0,,,,,,,,,1.0,8.0,2.07,-11.29,10.0,3.0,19.0,-0.87,7.63,5.26,36.0,1.36,-25.49,-67.34,,-18.98,1.36,-17.59,,
Net Pix Shorts,Entertainment / Electronic Media Software,33.0,1.0,0.0,0.0,0.0,15.38,0.0,0.94,-1.53,26.0,,29.0,,29.0,,,,,2.0,6.0,16.95,,7.0,0.0,8.0,51.0,1.19,4.09,11.0,20.31,-6.77,-12.47,,156.75,20.31,209.0,10.0,7.0
Netlink Solns(I),Computers - Software - Medium / Small,159.0,2.0,1.0,9.0,9.0,27.55,36.0,53.48,34.7,220.0,34.0,101.0,87.0,101.0,87.0,15.0,59.0,62.0,0.0,25.0,5.99,,5.0,6.0,27.0,0.0,0.88,5.37,40.0,20.52,6.44,21.03,0.05,3.09,20.52,3.14,245.0,284.0
Nettlinx,Telecommunications - Service Provider,105.0,33.0,13.0,8.0,8.0,40.18,3.0,18.64,9.66,-3.0,10.0,140.0,27.0,136.0,26.0,14.0,56.0,55.0,14.0,50.0,1.55,12.19,25.0,2.0,81.0,1.77,1.46,7.19,254.0,7.75,140.39,217.18,1.15,20.02,7.75,21.64,24.0,40.0
Netweb Technol.,Computers - Hardware,2757.0,724.0,103.0,76.0,76.0,14.16,13.0,38.52,51.52,72.0,41.0,110.0,95.0,-3.0,23.0,,,,10.0,423.0,3.13,17.42,383.0,222.0,612.0,0.13,1.04,43.19,15538.0,20.99,827.95,3387.39,2.1,130.99,20.99,138.56,725.0,151.0
Network People,Computers - Software - Medium / Small,1630.0,128.0,41.0,27.0,27.0,32.21,14.0,122.86,57.09,103.0,48.0,191.0,82.0,158.0,25.0,,,,0.0,45.0,3.98,1180.67,50.0,63.0,77.0,0.01,1.36,71.06,3160.0,24.98,74.37,286.38,1.46,71.43,24.98,88.17,295.0,96.0
Netwrk.18 Media,Entertainment / Electronic Media Software,83.0,9297.0,-664.0,-254.0,-397.0,-7.14,-2.0,-0.28,5.87,25.0,13.0,,-11.0,,-11.0,13.0,,,8156.0,6968.0,2.16,-0.21,19851.0,4833.0,40134.0,-20.55,3.88,1.41,8690.0,0.92,-1.33,-2.16,,83.05,0.92,-178.89,,
Neueon Towers,Transmisson Line Towers / Equipment,3.0,0.0,-1.0,-94.0,-94.0,-1244.44,-17.0,,0.0,,-71.0,-18.0,13.0,-18.0,13.0,-63.0,,,1310.0,-1447.0,0.15,,-739.0,2.0,1260.0,-13.98,-0.9,-2.53,18.0,198.44,-0.86,,,4143.72,198.44,-14.15,,
Neuland Labs.,Pharmaceuticals - Indian - Bulk Drugs,7813.0,1559.0,463.0,300.0,300.0,29.68,234.0,33.23,21.19,18.0,19.0,62.0,79.0,62.0,79.0,13.0,27.0,23.0,95.0,1283.0,2.15,29.67,535.0,117.0,1833.0,0.32,1.33,11.7,10024.0,6.44,38.37,118.13,0.43,21.09,6.44,24.12,4071.0,2294.0
New India Assura,Finance & Investments,243.0,43518.0,1397.0,1116.0,1120.0,3.21,7.0,5.2,3.6,10.0,9.0,-12.0,40.0,-12.0,40.0,15.0,26.0,15.0,0.0,28296.0,0.4,,-37747.0,14320.0,108125.0,0.0,3.65,0.99,40005.0,0.92,-8.62,-8.16,0.89,18.36,0.92,18.36,121.0,162.0
New Light Appare,Trading,20.0,12.0,0.0,0.0,0.0,2.66,2.0,6.05,-6.43,-15.0,-12.0,164.0,6.0,164.0,6.0,8.0,25.0,,4.0,3.0,1.42,10.25,7.0,1.0,11.0,10.84,3.43,2.97,4.0,0.36,24.44,16.71,2.07,16.11,0.36,17.29,14.0,24.0
New Swan,Auto Ancillaries,67.0,153.0,23.0,9.0,9.0,15.34,5.0,,20.49,1.0,4.0,32.0,13.0,-25.0,-20.0,,,,36.0,,1.46,3.9,49.0,12.0,157.0,3.85,,,128.0,0.86,-32.61,-54.7,1.1,6.62,0.86,7.94,58.0,63.0
Newgen Software,Computers - Software - Medium / Small,994.0,1136.0,269.0,237.0,237.0,23.66,17.0,26.88,25.94,23.0,16.0,27.0,20.0,27.0,20.0,17.0,20.0,-2.0,42.0,1148.0,3.87,70.18,839.0,250.0,1513.0,0.18,1.19,17.78,13939.0,12.22,52.61,92.22,2.94,43.5,12.22,47.4,322.0,176.0
Newjaisa Tech,Trading,118.0,62.0,9.0,6.0,6.0,14.37,2.0,49.76,73.73,86.0,,105.0,,-86.0,,,,,8.0,39.0,6.04,14.12,50.0,7.0,66.0,1.2,2.38,12.23,381.0,6.15,-17.7,-28.71,,42.52,6.15,45.63,166.0,28.0
Newtime Infra.,Construction,16.0,7.0,4.0,2.0,8.0,59.57,0.0,1.97,0.66,,125.0,31.0,18.0,31.0,18.0,45.0,18.0,18.0,48.0,21.0,3.29,1.25,47.0,3.0,89.0,6.03,11.74,16.69,863.0,116.22,-252.12,-680.72,30.12,170.91,116.22,171.88,1.0,1.0
Next Mediaworks,Entertainment / Electronic Media Software,7.0,38.0,-2.0,-15.0,-39.0,-5.73,-3.0,-10.38,-12.52,25.0,-11.0,9.0,-26.0,9.0,-26.0,-4.0,,,213.0,-88.0,2.59,-0.3,20.0,8.0,79.0,-5.5,-0.97,-0.09,47.0,1.21,26.01,-11.17,,113.35,1.21,-40.0,,
Nexus Select,Construction,142.0,1941.0,1309.0,599.0,599.0,67.43,4.0,,0.0,,,,,,,,,,4271.0,14935.0,1.51,2.53,525.0,118.0,20110.0,7.14,0.67,3.03,21521.0,11.16,17.8,,,18.82,11.16,30.31,,94.0
Nexus Surgical,Trading,14.0,3.0,0.0,0.0,0.0,7.49,0.0,63.04,421.37,-2.0,10.0,12.0,31.0,12.0,31.0,44.0,15.0,15.0,0.0,1.0,1.41,,1.0,0.0,2.0,0.0,2.39,10.12,8.0,2.25,-19.14,1177.28,1.19,26.14,2.25,26.14,6.0,3.0
NGL Fine Chem,Pharmaceuticals - Indian - Bulk Drugs,2368.0,329.0,44.0,39.0,39.0,13.47,62.0,18.82,21.67,8.0,17.0,-11.0,14.0,-11.0,14.0,15.0,23.0,23.0,32.0,263.0,2.41,38.84,151.0,2.0,353.0,0.84,1.22,9.57,1464.0,4.42,131.09,-288.04,2.73,24.69,4.42,28.56,1606.0,773.0
NHC Foods,Trading,45.0,209.0,6.0,2.0,2.0,2.78,2.0,10.91,10.84,11.0,11.0,19.0,12.0,19.0,12.0,4.0,4.0,-0.0,37.0,28.0,1.26,1.94,46.0,1.0,97.0,15.59,3.0,4.23,54.0,0.26,-24.55,-134.02,1.86,11.39,0.26,13.94,25.0,32.0
NHPC Ltd,Power Generation And Supply,100.0,9632.0,4868.0,3624.0,4028.0,50.54,4.0,7.37,7.35,-0.0,1.0,2.0,9.0,2.0,9.0,3.0,9.0,11.0,32561.0,38702.0,1.13,13.53,4408.0,3622.0,93295.0,8.08,2.32,2.66,100551.0,10.45,14.51,536.47,3.04,19.55,10.45,23.8,33.0,56.0
NIBE,Engineering,1992.0,279.0,37.0,22.0,22.0,13.24,17.0,20.16,13.42,381.0,171.0,454.0,366.0,413.0,237.0,40.0,81.0,76.0,69.0,167.0,2.06,7.95,68.0,11.0,291.0,3.13,1.34,16.88,2616.0,9.41,17.54,-54.43,0.32,67.93,9.41,79.79,476.0,219.0
Nicco Parks,Recreation / Amusement Parks,150.0,79.0,27.0,25.0,25.0,34.3,5.0,40.06,33.45,65.0,7.0,108.0,22.0,108.0,22.0,,,,0.0,94.0,3.02,,40.0,40.0,122.0,0.0,1.18,12.23,703.0,8.86,34.98,47.8,1.27,18.2,8.86,19.6,48.0,49.0
Nidan Laborator.,Healthcare,38.0,24.0,6.0,2.0,-3.0,26.63,-2.0,7.86,8.71,6.0,4.0,-3.0,57.0,-14.0,46.0,,,,12.0,66.0,2.67,2.9,27.0,3.0,83.0,-3.85,1.22,3.08,53.0,2.17,-3.51,-605.45,0.44,6.75,2.17,9.82,,
Nidhi Granites,Finance & Investments,143.0,39.0,2.0,1.0,1.0,4.02,1.0,9.69,14.44,536.0,,113.0,,22.0,,,,,4.0,13.0,2.32,3.13,13.0,3.0,22.0,6.57,1.48,11.93,114.0,2.97,-103.06,-10.94,,54.49,2.97,82.31,48.0,18.0
Nihar Info Glob.,Computers - Software - Medium / Small,6.0,3.0,-4.0,-4.0,-4.0,-113.52,-4.0,-27.93,-7.14,-13.0,-11.0,,,,,20.0,,,2.0,10.0,1.91,-21.29,4.0,0.0,12.0,-0.41,1.43,1.55,6.0,1.89,100.19,-29.56,,-2.09,1.89,-2.08,,
NIIT,Computers - Education,104.0,303.0,1.0,39.0,40.0,0.39,3.0,4.62,1.41,-32.0,-19.0,-29.0,-15.0,-28.0,-11.0,-11.0,13.0,15.0,8.0,1034.0,7.16,33.77,701.0,100.0,1163.0,0.21,1.11,4.29,1411.0,4.61,151.55,18.99,-2.43,19.84,4.61,27.49,42.0,70.0
NIIT Learning,Computers - Education,449.0,1554.0,362.0,217.0,213.0,23.32,16.0,33.35,34.92,,,,,,,,,,132.0,977.0,1.66,10.24,555.0,284.0,2033.0,0.62,1.91,7.11,6096.0,3.93,21.91,29.97,,15.1,3.93,17.77,324.0,160.0
Nikhil Adhesives,Chemicals,125.0,564.0,31.0,13.0,13.0,5.45,3.0,16.35,26.6,5.0,5.0,-5.0,21.0,-5.0,20.0,9.0,11.0,9.0,54.0,114.0,1.37,3.57,81.0,12.0,295.0,4.07,2.59,6.17,574.0,1.02,40.36,209.48,2.12,19.83,1.02,24.8,44.0,40.0
Nikki Glob.Fin.,Finance & Investments,8.0,0.0,-0.0,-0.0,-0.0,,-0.0,-7.83,-4.08,,,,,,,,,,1.0,1.0,0.22,,-6.0,0.0,9.0,-3.4,6.9,-0.1,3.0,,,,,-22.27,,-22.27,,
Niks Technology,Computers - Software - Medium / Small,451.0,6.0,1.0,0.0,0.0,12.93,11.0,51.2,28.12,152.0,,41.0,,34.0,,,,,0.0,3.0,3.93,21.33,4.0,2.0,6.0,0.36,2.39,8.76,19.0,3.14,-8.32,-26.81,,22.53,3.14,27.81,586.0,141.0
Nila Infrastruct,Construction,13.0,185.0,11.0,11.0,11.0,6.11,0.0,12.47,8.29,24.0,-3.0,167.0,-11.0,167.0,-11.0,7.0,-0.0,-3.0,35.0,144.0,1.03,3.04,29.0,5.0,842.0,3.07,5.78,1.53,504.0,2.69,7.6,7.77,-3.97,21.18,2.69,22.4,5.0,5.0
Nila Spaces,Construction,10.0,91.0,11.0,13.0,13.0,11.97,0.0,17.09,4.21,26.0,57.0,97.0,36.0,97.0,36.0,,,,1.0,128.0,1.84,4.35,83.0,35.0,230.0,0.08,1.61,4.59,397.0,4.26,13.44,-274.42,0.8,16.03,4.26,16.97,3.0,5.0
Nilachal Refract,Refractories / Intermediates,51.0,1.0,-2.0,-6.0,-6.0,-163.57,-3.0,-2.02,-3.07,-10.0,-8.0,,,,,-18.0,-2.0,-2.0,15.0,-6.0,0.28,-2.08,2.0,0.0,41.0,-2.27,-7.64,3.94,104.0,80.89,-316.82,-1568.25,,-476.44,80.89,-147.05,,
NILE,Mining / Minerals / Metals,1341.0,838.0,46.0,32.0,32.0,5.52,105.0,19.48,17.09,16.0,8.0,32.0,20.0,32.0,20.0,12.0,20.0,20.0,1.0,231.0,23.07,37.95,176.0,9.0,241.0,0.03,1.01,8.96,402.0,0.48,15.6,13.84,0.63,8.47,0.48,9.03,1090.0,1349.0
Nilkamal Ltd,Plastics Products,1977.0,3196.0,294.0,118.0,122.0,9.18,82.0,11.24,11.32,15.0,6.0,2.0,0.0,2.0,0.0,6.0,10.0,10.0,406.0,1410.0,2.72,4.88,920.0,85.0,2221.0,3.32,1.52,5.23,2950.0,0.92,11.74,243.94,165.4,10.48,0.92,16.65,1020.0,1320.0
Nimbus Projects,Construction,49.0,6.0,-3.0,0.0,0.0,-57.24,0.0,,0.0,8.0,5.0,26.0,15.0,26.0,15.0,-10.0,7.0,7.0,7.0,-16.0,4.27,1.22,14.0,1.0,127.0,686.0,-7.78,0.84,54.0,9.13,2.75,7.9,360.3,9.25,9.13,9.58,,
NINtec Systems,Computers - Software - Medium / Small,496.0,65.0,18.0,14.0,14.0,28.02,8.0,67.66,44.79,94.0,53.0,129.0,93.0,129.0,93.0,,,,2.0,34.0,4.59,623.0,32.0,8.0,46.0,0.17,1.06,37.14,921.0,14.29,99.37,216.71,0.7,46.43,14.29,49.16,230.0,55.0
Nippon Life Ind.,Finance & Investments,669.0,2036.0,1386.0,1107.0,1107.0,68.09,18.0,36.24,31.02,13.0,4.0,18.0,18.0,17.0,17.0,10.0,15.0,-23.0,0.0,3982.0,1.74,217.74,226.0,271.0,4375.0,0.0,1.03,18.26,42263.0,20.73,54.28,66.16,2.13,30.21,20.73,30.86,222.0,158.0
Niraj Cement,Construction,52.0,470.0,16.0,17.0,10.0,3.49,3.0,12.67,7.43,39.0,34.0,107.0,77.0,107.0,52.0,26.0,18.0,11.0,0.0,153.0,2.39,83.3,99.0,23.0,224.0,0.01,1.76,5.39,208.0,0.44,7.41,19.34,0.16,7.63,0.44,8.19,78.0,47.0
Nirav Commercial,Aluminium and Aluminium Products,707.0,11.0,1.0,0.0,0.0,5.74,8.0,,2.86,29.0,17.0,-67.0,24.0,-67.0,24.0,4.0,7.0,7.0,0.0,30.0,4.23,4.25,5.0,0.0,32.0,0.0,1.05,3.36,28.0,2.53,7.84,4.26,3.68,43.8,2.53,55.82,324.0,374.0
Nirlon,Construction,430.0,603.0,477.0,206.0,206.0,79.12,23.0,27.73,21.38,24.0,15.0,17.0,26.0,17.0,26.0,12.0,22.0,22.0,1146.0,373.0,0.4,3.44,-116.0,61.0,2126.0,5.57,5.67,4.04,3874.0,6.43,9.12,13.57,0.71,10.3,6.43,11.67,131.0,146.0
Nirman Agri,Miscellaneous,232.0,63.0,11.0,10.0,10.0,17.79,17.0,33.18,64.37,155.0,,492.0,,-30.0,,,,,1.0,37.0,3.22,547.5,15.0,2.0,44.0,0.06,0.99,8.94,138.0,2.22,29.75,96.99,,12.4,2.22,12.76,938.0,157.0
Nirmitee Robotic,Miscellaneous,123.0,6.0,-0.0,-1.0,-1.0,-7.48,-3.0,-9.1,3.43,20.0,,,,,,,,,3.0,4.0,2.15,-2.57,4.0,0.0,8.0,-3.04,1.59,10.94,44.0,7.36,116.62,-214.43,,-111.55,7.36,-79.41,,
Nitco,Trading,80.0,325.0,-43.0,-163.0,-163.0,-13.18,-23.0,-12.12,-11.26,-0.0,-11.0,-9.0,,-9.0,,-9.0,2.0,4.0,973.0,-512.0,0.34,-0.7,78.0,7.0,730.0,-5.97,-1.51,0.54,574.0,1.76,-65.21,1246.06,,-40.48,1.76,-22.91,,
Nitin Castings,Castings & Forgings,860.0,149.0,15.0,14.0,12.0,10.33,24.0,24.62,16.66,34.0,15.0,62.0,43.0,62.0,43.0,15.0,30.0,23.0,5.0,72.0,2.51,90.1,52.0,0.0,109.0,0.4,1.4,9.86,442.0,2.97,25.21,100.28,0.74,22.66,2.97,24.79,303.0,272.0
Nitin Spinners,Textiles - Cotton/Blended,358.0,2906.0,377.0,132.0,132.0,12.98,23.0,11.61,20.05,21.0,19.0,24.0,15.0,24.0,15.0,20.0,14.0,12.0,1339.0,1146.0,1.54,3.13,873.0,0.0,2717.0,10.18,2.15,3.56,2014.0,0.7,12.41,-38.8,1.0,8.88,0.7,12.92,467.0,328.0
Nitiraj Engineer,Electronics - Components,252.0,100.0,18.0,12.0,12.0,18.31,12.0,21.28,6.83,23.0,13.0,49.0,16.0,49.0,16.0,9.0,12.0,-9.0,0.0,80.0,5.54,178.11,39.0,3.0,91.0,0.02,1.07,8.02,259.0,2.58,14.55,65.17,1.35,13.21,2.58,15.98,126.0,143.0
Nitta Gelatin,Chemicals,822.0,533.0,123.0,83.0,84.0,23.04,91.0,34.82,29.29,10.0,12.0,68.0,89.0,68.0,89.0,6.0,32.0,32.0,14.0,343.0,4.27,49.49,217.0,76.0,423.0,0.17,1.15,6.78,746.0,1.41,7.98,13.9,0.1,5.13,1.41,5.79,1348.0,880.0
Nivaka Fashions,Trading,4.0,2.0,0.0,-0.0,-0.0,21.68,-0.0,-0.57,1.27,-53.0,-43.0,,,,,38.0,,,2.0,10.0,4.46,-0.35,4.0,1.0,13.0,-7.5,1.4,6.97,45.0,19.54,77.48,-33.46,,91.35,19.54,-639.43,,
Niyogin Fintech,Finance & Investments,69.0,196.0,-16.0,-17.0,-25.0,-7.97,-2.0,-6.83,-5.93,57.0,,,,,,,,,54.0,281.0,1.71,-4.62,76.0,130.0,452.0,-2.17,1.42,3.66,653.0,3.33,-17.69,-11.46,,-43.07,3.33,-26.82,,
